tweet_id,tweet_created_at,tweet_text,tweet_lang,tweet_source,tweet_reply_settings,tweet_conversation_id,tweet_in_response_to_user,tweet_username,tweet_user_tweet_count,tweet_user_description,tweet_user_location,tweet_user_created_at,tweet_user_pinned_tweet,tweet_user_profile_url,tweet_user_verified,tweet_user_listed_count,tweet_user_following_count,tweet_user_followers_count,tweet_reply_count,tweet_like_count,tweet_quote_count,tweet_reply_count,tweet_reference_type,tweet_reference_id,tweet_clean_text,tweet_sentiment_all,tweet_sentiment_compound,tweet_hashtags,tweet_annotations,tweet_urls,tweet_mentions,tweet_user_id,tweet_context_annotations,tweet_annotations,domain_ids,entity_ids
1481305541309865985,2022-01-12 16:42:17+00:00,"RT @GovJayNixon: 13 years ago today I was sworn in as Governor.  Thank you Missouri.
Service. Progress. Optimism.",en,Twitter for iPhone,everyone,1481305541309865985,,rogers4missouri,2207,"State Rep for Missouri's 18th district.  Lifelong Northlander, small business owner & advocate, former prosecutor. Missouri Tiger & Democrat.","Kansas City, MO",2018-06-07 20:02:41+00:00,,https://pbs.twimg.com/profile_images/1347862981682614274/AWIGVkL1_normal.jpg,False,46,192,2115,0,0,0,0,retweeted,1481265483169124354,: 13 years ago today I was sworn in as Governor. Thank you Missouri. Service. Progress. Optimism.,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.8316}",0.8316,,"['Place', 'Missouri']",,,1004815933670678529,[],"['Place', 'Missouri']",[],[]
1481304282355802117,2022-01-12 16:37:16+00:00,This was always the outcome for the feds putting the money printing presses into overdrive. #Bidenflation https://t.co/D2sHtEzDnU,en,Twitter Web App,everyone,1481304282355802117,,JoshHurlbert,1163,"Husband, Rose and JJ's dad. State Representative #HD12 #MOLeg #Northland Campaign/Personal account.","Smithville, MO",2009-05-19 22:02:11+00:00,,https://pbs.twimg.com/profile_images/1127390486598172677/y8FL3fBh_normal.jpg,False,16,341,366,0,0,0,0,quoted,1481258901882478594,This was always the outcome for the feds putting the money printing presses into overdrive. #Bidenflation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,['Bidenflation'],,['https://twitter.com/thehill/status/1481258901882478594'],,41223092,[],,[],[]
1481253889987035149,2022-01-12 13:17:02+00:00,RT @EricWoods: I am begging @Eric_Schmitt to focus his energy and powers on literally anything other than trying to stop governments from d,en,Twitter for iPhone,everyone,1481253889987035149,,Ashley4MO,5225,"🇺🇸 MO State Representative, HD 14 💙 Business Owner, Wife, Stepmom 🗣 It's pronounced /AHH-nee/ (rhymes with Pawnee) She/Her","Kansas City, MO",2010-01-10 22:50:52+00:00,1404466635969380352,https://pbs.twimg.com/profile_images/1255929936738689024/DLNYRhZj_normal.jpg,False,129,1751,3052,0,0,0,0,retweeted,1480990470230749184,: I am begging to focus his energy and powers on literally anything other than trying to stop governments from d…,"{'neg': 0.103, 'neu': 0.798, 'pos': 0.099, 'compound': -0.0258}",-0.0258,,,,,103688025,[],,[],[]
1481115019576291330,2022-01-12 04:05:13+00:00,"I will never forget the Tiger Ball when my wife Laura teamed up w/@RuckerSouthSide to sneak a football in her purse &amp; then introduce me to @GaryPinkel who was so kind to sign it.

Felt like I was meeting Johnny Cash.

What a wonderful man who brought us so many great memories. https://t.co/PUc6yLmBVa",en,Twitter for iPhone,everyone,1481115019576291330,,rogers4missouri,2207,"State Rep for Missouri's 18th district.  Lifelong Northlander, small business owner & advocate, former prosecutor. Missouri Tiger & Democrat.","Kansas City, MO",2018-06-07 20:02:41+00:00,,https://pbs.twimg.com/profile_images/1347862981682614274/AWIGVkL1_normal.jpg,False,46,192,2115,0,9,1,0,quoted,1480969977041674244,I will never forget the Tiger Ball when my wife Laura teamed up w/ to sneak a football in her purse &amp; then introduce me to who was so kind to sign it. Felt like I was meeting Johnny Cash. What a wonderful man who brought us so many great memories.,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.9486}",0.9486,,"['Other', 'Tiger Ball', 'Person', 'Laura', 'Person', 'Johnny Cash']",['https://twitter.com/powermizzoucom/status/1480969977041674244'],,1004815933670678529,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000611558', 'name': 'College Football', 'description': 'All the action from NCAA college football.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10032808928', 'name': 'Live: College Football', 'description': 'American college football action.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033079849', 'name': 'College Football'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1365319637764726786', 'name': 'Johnny Cash'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '689566306014617600', 'name': 'American football'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '898300588361830401', 'name': 'Missouri Tigers'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '892080380425125890', 'name': 'NCAA Football', 'description': ""NCAA Men's Football""}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '898300522293207040', 'name': 'SEC football'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1365319637764726786', 'name': 'Johnny Cash'}}]","['Other', 'Tiger Ball', 'Person', 'Laura', 'Person', 'Johnny Cash']","['description: American college football action. 3', 'description: NCAA Mens Football 26', 'name: Johnny Cash 11', 'name: American football 12', 'description: All the action from NCAA college football. 3', 'name: Missouri Tigers 26', 'name: College Football 10', 'name: SEC football 54', '3']","['898300522293207040', '10032808928', '898300588361830401', '892080380425125890', '1365319637764726786', '10000611558', '689566306014617600', '10033079849']"
1481051999269531655,2022-01-11 23:54:47+00:00,"Rep. Nurrenbern, We strive to teach children how to think, never what to think, but to do that we need to introduce increasingly complex concepts and ideas. These bills will hinder childhood development and make the kids of our state far less prepared for the real world. https://t.co/x3gHuHh01T",en,Twitter Web App,everyone,1481051999269531655,,MaggieforMO,1684,Mom x3 💙 Educator 📚 Problem Solver 💯 Missouri State Rep HD 15 🇺🇸.,"Kansas City, MO",2018-01-26 01:26:04+00:00,,https://pbs.twimg.com/profile_images/1334646793963966464/G0wCkJ8c_normal.jpg,False,40,1055,1746,0,35,0,0,,,"Rep. Nurrenbern, “We strive to teach children how to think, never what to think, but to do that we need to introduce increasingly complex concepts and ideas. These bills will hinder childhood development and make the kids of our state far less prepared for the real world.”","{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.2289}",0.2289,,"['Person', 'Rep. Nurrenbern']","['https://twitter.com/MaggieforMO/status/1481051999269531655/photo/1', 'https://twitter.com/MaggieforMO/status/1481051999269531655/photo/1']",,956699725813739521,[],"['Person', 'Rep. Nurrenbern']",[],[]
1481050700436189186,2022-01-11 23:49:38+00:00,"Legislators hold contentious hearing, discuss critical race theory https://t.co/YPmE7v5gyF 

Yes, we did. Thank you to all who mobilized and were part of the process. You all rocked the House. #LetThemLearn was loud and clear.",en,Twitter Web App,everyone,1481050700436189186,,MaggieforMO,1684,Mom x3 💙 Educator 📚 Problem Solver 💯 Missouri State Rep HD 15 🇺🇸.,"Kansas City, MO",2018-01-26 01:26:04+00:00,,https://pbs.twimg.com/profile_images/1334646793963966464/G0wCkJ8c_normal.jpg,False,40,1055,1746,2,23,1,2,,,"Legislators hold contentious hearing, discuss critical race theory Yes, we did. Thank you to all who mobilized and were part of the process. You all rocked the House. #LetThemLearn was loud and clear.","{'neg': 0.112, 'neu': 0.695, 'pos': 0.194, 'compound': 0.5106}",0.5106,['LetThemLearn'],,['https://krcgtv.com/news/local/legislators-hold-contentious-hearing-discuss-critical-race-theory'],,956699725813739521,[],,[],[]
1481019110117212162,2022-01-11 21:44:06+00:00,"@moll_aj No, that's why she isn't quoting me directly. She likes to spin conservative messages to hopefully earn some political points",en,Twitter for Android,everyone,1481008259423215617,746505550133760001,NickBSchroer,10255,Husband. Father of two girls! Constitutional Conservative. Defender of Liberty. The People's Advocate. Missouri State Representative for House District 107,"O'Fallon, MO",2015-12-24 16:28:13+00:00,1466258632627130373,https://pbs.twimg.com/profile_images/1457192469263683587/ReVghQJZ_normal.jpg,False,79,1363,3566,6,15,0,6,replied_to,1481008259423215617,"No, that's why she isn't quoting me directly. She likes to spin conservative messages to hopefully earn some political points","{'neg': 0.089, 'neu': 0.688, 'pos': 0.223, 'compound': 0.5106}",0.5106,,,,,4591016128,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070735163343036416', 'name': 'Nick Schroer', 'description': 'American politician serving in the Missouri House of Representatives'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1070735163343036416', 'name': 'Nick Schroer', 'description': 'American politician serving in the Missouri House of Representatives'}}]",,"['description: American politician serving in the Missouri House of Representatives 35', '10']",['1070735163343036416']
1481018370900307971,2022-01-11 21:41:10+00:00,"RT @cspan: .@SenTedCruz: ""Did any FBI agents or confidential informants actively participate in the events of January 6th? Yes or no?""

FBI",en,Twitter for Android,everyone,1481018370900307971,,NickBSchroer,10255,Husband. Father of two girls! Constitutional Conservative. Defender of Liberty. The People's Advocate. Missouri State Representative for House District 107,"O'Fallon, MO",2015-12-24 16:28:13+00:00,1466258632627130373,https://pbs.twimg.com/profile_images/1457192469263683587/ReVghQJZ_normal.jpg,False,79,1363,3566,0,0,0,0,retweeted,1480946038643085323,": .: ""Did any FBI agents or confidential informants actively participate in the events of January 6th? Yes or no?"" FBI…","{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.6553}",0.6553,,"['Organization', 'FBI', 'Organization', 'FBI']",,,4591016128,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070735163343036416', 'name': 'Nick Schroer', 'description': 'American politician serving in the Missouri House of Representatives'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1070735163343036416', 'name': 'Nick Schroer', 'description': 'American politician serving in the Missouri House of Representatives'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '937710668706299904', 'name': 'Federal Bureau of Investigation', 'description': 'All conversation about the United States Federal Bureau of Investigation'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10037721448', 'name': 'Ted Cruz', 'description': 'US Senator Ted Cruz (TX)\n'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10037721448', 'name': 'Ted Cruz', 'description': 'US Senator Ted Cruz (TX)\n'}}]","['Organization', 'FBI', 'Organization', 'FBI']","['10', 'description: American politician serving in the Missouri House of Representatives 88', 'description: All conversation about the United States Federal Bureau of Investigation 10', 'description: American politician serving in the Missouri House of Representatives 35', 'description: US Senator Ted Cruz TX)\\n 35']","['10037721448', '1070735163343036416', '937710668706299904']"
1481009071289475078,2022-01-11 21:04:13+00:00,"@brennenmknabe Brennen, you nailed it!! You set the tone for our opposition. Thank you for coming!!",en,Twitter for iPhone,everyone,1480984410287751169,1286633707332395010,MaggieforMO,1684,Mom x3 💙 Educator 📚 Problem Solver 💯 Missouri State Rep HD 15 🇺🇸.,"Kansas City, MO",2018-01-26 01:26:04+00:00,,https://pbs.twimg.com/profile_images/1334646793963966464/G0wCkJ8c_normal.jpg,False,40,1055,1746,0,1,0,0,replied_to,1480984410287751169,"Brennen, you nailed it!! You set the tone for our opposition. Thank you for coming!!","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.5673}",0.5673,,"['Person', 'Brennen']",,,956699725813739521,[],"['Person', 'Brennen']",[],[]
1480999445454012416,2022-01-11 20:25:58+00:00,"RT @Emily4Mo: With the discussions going on in our education committee I felt it was necessary to share this again.
#moleg",en,Twitter for iPhone,everyone,1480999445454012416,,Ashley4MO,5225,"🇺🇸 MO State Representative, HD 14 💙 Business Owner, Wife, Stepmom 🗣 It's pronounced /AHH-nee/ (rhymes with Pawnee) She/Her","Kansas City, MO",2010-01-10 22:50:52+00:00,1404466635969380352,https://pbs.twimg.com/profile_images/1255929936738689024/DLNYRhZj_normal.jpg,False,129,1751,3052,0,0,0,0,retweeted,1480969267134668807,: With the discussions going on in our education committee I felt it was necessary to share this again. #moleg,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}",0.296,['moleg'],,,,103688025,[],,[],[]
